\newcommand{\trackingSlowQRobotDataG}{
(0, 0.000)
(1, -0.001)
(2, -0.001)
(3, -0.002)
(4, -0.002)
(5, -0.002)
(6, -0.002)
(7, -0.003)
(8, -0.003)
(9, -0.004)
(10, -0.003)
(11, -0.003)
(12, -0.003)
(13, -0.003)
(14, -0.003)
(15, -0.003)
(16, -0.003)
(17, -0.003)
(18, -0.003)
(19, -0.003)
(20, -0.004)
(21, -0.004)
(22, -0.004)
(23, -0.004)
(24, -0.005)
(25, -0.005)
(26, -0.006)
(27, -0.006)
(28, -0.006)
(29, -0.006)
(30, -0.006)
(31, -0.006)
(32, -0.006)
(33, -0.006)
(34, -0.006)
(35, -0.006)
(36, -0.006)
(37, -0.006)
(38, -0.006)
(39, -0.006)
(40, -0.006)
(41, -0.006)
(42, -0.005)
(43, -0.005)
(44, -0.004)
(45, -0.004)
(46, -0.004)
(47, -0.004)
(48, -0.003)
(49, -0.003)
}
