\newcommand{\qRobotDataB}{
(0, -0.650)
(1, -0.650)
(2, -0.651)
(3, -0.651)
(4, -0.652)
(5, -0.653)
(6, -0.654)
(7, -0.655)
(8, -0.657)
(9, -0.658)
(10, -0.657)
(11, -0.658)
(12, -0.657)
(13, -0.657)
(14, -0.657)
(15, -0.657)
(16, -0.657)
(17, -0.657)
(18, -0.657)
(19, -0.657)
(20, -0.659)
(21, -0.660)
(22, -0.662)
(23, -0.663)
(24, -0.665)
(25, -0.666)
(26, -0.670)
(27, -0.671)
(28, -0.674)
(29, -0.676)
(30, -0.675)
(31, -0.676)
(32, -0.675)
(33, -0.676)
(34, -0.675)
(35, -0.676)
(36, -0.675)
(37, -0.676)
(38, -0.675)
(39, -0.676)
(40, -0.676)
(41, -0.676)
(42, -0.677)
(43, -0.677)
(44, -0.678)
(45, -0.679)
(46, -0.680)
(47, -0.680)
(48, -0.682)
(49, -0.682)
}
