\providecommand{\TrackingSlowErrorPoseDataY}{
(0.050,0.000)
(0.100,-0.000)
(0.150,0.003)
(0.200,-0.002)
(0.250,0.008)
(0.300,-0.006)
(0.350,0.015)
(0.400,-0.011)
(0.450,0.022)
(0.500,-0.018)
(0.550,0.031)
(0.600,-0.025)
(0.650,0.040)
(0.700,-0.032)
(0.750,0.050)
(0.800,-0.040)
(0.850,0.060)
(0.900,-0.048)
(0.950,0.070)
(1.000,-0.057)
(1.050,0.080)
(1.100,-0.064)
(1.150,0.089)
(1.200,-0.072)
(1.250,0.099)
(1.300,-0.079)
(1.350,0.108)
(1.400,-0.086)
(1.450,0.116)
(1.500,-0.093)
(1.550,0.124)
(1.600,-0.098)
(1.650,0.132)
(1.700,-0.104)
(1.750,0.138)
(1.800,-0.108)
(1.850,0.144)
(1.900,-0.112)
(1.950,0.150)
(2.000,-0.115)
(2.050,0.154)
(2.100,-0.117)
(2.150,0.158)
(2.200,-0.119)
(2.250,0.161)
(2.300,-0.120)
(2.350,0.164)
(2.400,-0.120)
(2.450,0.165)
(2.500,-0.119)
(2.550,0.166)
(2.600,-0.118)
(2.650,0.167)
(2.700,-0.116)
(2.750,0.166)
(2.800,-0.113)
(2.850,0.165)
(2.900,-0.110)
(2.950,0.164)
(3.000,-0.106)
(3.050,0.161)
(3.100,-0.101)
(3.150,0.159)
(3.200,-0.097)
(3.250,0.156)
(3.300,-0.091)
(3.350,0.152)
(3.400,-0.086)
(3.450,0.148)
(3.500,0.148)
(3.550,-0.077)
(3.600,0.143)
(3.650,-0.071)
(3.700,0.139)
(3.750,-0.065)
(3.800,0.134)
(3.850,-0.058)
(3.900,0.130)
(3.950,-0.052)
(4.000,0.125)
(4.050,-0.045)
(4.100,0.120)
(4.150,-0.038)
(4.200,0.116)
(4.250,-0.031)
(4.300,0.111)
(4.350,-0.025)
(4.400,0.107)
(4.450,-0.018)
(4.500,0.102)
(4.550,-0.012)
(4.600,0.098)
(4.650,-0.005)
(4.700,0.094)
(4.750,0.001)
(4.800,0.090)
(4.850,0.007)
(4.900,0.087)
(4.950,0.012)
(5.000,0.083)
(5.050,-0.133)
(5.100,0.176)
(5.150,-0.215)
(5.200,0.249)
(5.250,-0.278)
(5.300,0.304)
(5.350,-0.326)
(5.400,0.344)
(5.450,-0.360)
(5.500,0.372)
(5.550,0.372)
(5.600,-0.382)
(5.650,0.391)
(5.700,-0.396)
(5.750,0.400)
(5.800,0.400)
(5.850,-0.402)
(5.900,0.403)
(5.950,-0.402)
(6.000,0.400)
(6.050,-0.396)
(6.100,0.392)
(6.150,-0.386)
(6.200,0.380)
(6.250,-0.373)
(6.300,-0.373)
(6.350,0.366)
(6.400,-0.357)
(6.450,0.348)
(6.500,-0.339)
(6.550,0.330)
(6.600,-0.320)
(6.650,0.310)
(6.700,-0.300)
(6.750,-0.300)
(6.800,0.290)
(6.850,-0.280)
(6.900,0.270)
(6.950,-0.260)
