\providecommand{\trackingSlowQRobotDataG}{
(0, 0.000)
(1, -0.000)
(2, -0.000)
(3, -0.000)
(4, -0.000)
(5, -0.000)
(6, -0.000)
(7, -0.000)
(8, -0.000)
(9, -0.000)
(10, -0.000)
(11, -0.001)
(12, -0.001)
(13, -0.001)
(14, -0.001)
(15, -0.001)
(16, -0.001)
(17, -0.001)
(18, -0.001)
(19, -0.001)
(20, -0.001)
(21, -0.001)
(22, -0.001)
(23, -0.001)
(24, -0.001)
(25, -0.001)
(26, -0.001)
(27, -0.001)
(28, -0.001)
(29, -0.001)
(30, -0.001)
(31, -0.001)
(32, -0.001)
(33, -0.001)
(34, -0.002)
(35, -0.002)
(36, -0.002)
(37, -0.002)
(38, -0.002)
(39, -0.002)
(40, -0.002)
(41, -0.002)
(42, -0.002)
(43, -0.002)
(44, -0.002)
(45, -0.002)
(46, -0.002)
(47, -0.002)
(48, -0.002)
(49, -0.002)
(50, -0.002)
(51, -0.002)
(52, -0.002)
(53, -0.002)
(54, -0.002)
(55, -0.002)
(56, -0.002)
(57, -0.002)
(58, -0.003)
(59, -0.003)
(60, -0.003)
(61, -0.003)
(62, -0.003)
(63, -0.003)
(64, -0.003)
(65, -0.003)
(66, -0.003)
(67, -0.003)
(68, -0.003)
(69, -0.003)
(70, -0.003)
(71, -0.003)
(72, -0.003)
(73, -0.003)
(74, -0.003)
(75, -0.003)
(76, -0.003)
(77, -0.003)
(78, -0.003)
(79, -0.003)
(80, -0.003)
(81, -0.003)
(82, -0.003)
(83, -0.003)
(84, -0.003)
(85, -0.003)
(86, -0.004)
(87, -0.004)
(88, -0.004)
(89, -0.004)
(90, -0.004)
(91, -0.004)
(92, -0.004)
(93, -0.004)
(94, -0.004)
(95, -0.004)
(96, -0.004)
(97, -0.004)
(98, -0.004)
(99, -0.004)
(100, -0.004)
(101, -0.004)
(102, -0.004)
(103, -0.004)
(104, -0.004)
(105, -0.004)
(106, -0.004)
(107, -0.004)
(108, -0.004)
(109, -0.004)
(110, -0.004)
(111, -0.004)
(112, -0.004)
(113, -0.004)
(114, -0.004)
(115, -0.004)
(116, -0.004)
(117, -0.004)
(118, -0.004)
(119, -0.004)
(120, -0.004)
(121, -0.004)
(122, -0.004)
(123, -0.004)
(124, -0.004)
(125, -0.004)
(126, -0.004)
(127, -0.004)
(128, -0.004)
(129, -0.004)
(130, -0.004)
(131, -0.004)
(132, -0.004)
(133, -0.004)
(134, -0.004)
(135, -0.004)
(136, -0.004)
(137, -0.004)
(138, -0.004)
(139, -0.004)
(140, -0.004)
(141, -0.004)
(142, -0.004)
(143, -0.004)
(144, -0.004)
(145, -0.004)
(146, -0.004)
(147, -0.004)
(148, -0.004)
(149, -0.004)
(150, -0.004)
(151, -0.004)
(152, -0.004)
(153, -0.004)
(154, -0.004)
(155, -0.004)
(156, -0.004)
(157, -0.004)
(158, -0.004)
(159, -0.004)
(160, -0.004)
(161, -0.004)
(162, -0.004)
(163, -0.004)
(164, -0.004)
(165, -0.004)
(166, -0.004)
(167, -0.004)
(168, -0.004)
(169, -0.004)
(170, -0.004)
(171, -0.004)
(172, -0.004)
(173, -0.004)
(174, -0.004)
(175, -0.004)
(176, -0.004)
(177, -0.004)
(178, -0.004)
(179, -0.004)
(180, -0.004)
(181, -0.004)
(182, -0.004)
(183, -0.004)
(184, -0.004)
(185, -0.004)
(186, -0.004)
(187, -0.004)
(188, -0.004)
(189, -0.004)
(190, -0.004)
(191, -0.004)
(192, -0.004)
(193, -0.004)
(194, -0.004)
(195, -0.004)
(196, -0.004)
(197, -0.004)
(198, -0.004)
(199, -0.004)
(200, -0.004)
(201, -0.004)
(202, -0.004)
(203, -0.004)
(204, -0.004)
(205, -0.004)
(206, -0.004)
(207, -0.004)
(208, -0.004)
(209, -0.004)
(210, -0.004)
(211, -0.004)
(212, -0.004)
(213, -0.004)
(214, -0.004)
(215, -0.004)
(216, -0.004)
(217, -0.004)
(218, -0.004)
(219, -0.004)
(220, -0.004)
(221, -0.004)
(222, -0.004)
(223, -0.004)
(224, -0.005)
(225, -0.005)
(226, -0.005)
(227, -0.005)
(228, -0.005)
(229, -0.005)
(230, -0.005)
(231, -0.005)
(232, -0.005)
(233, -0.005)
(234, -0.005)
(235, -0.005)
(236, -0.005)
(237, -0.005)
(238, -0.005)
(239, -0.005)
(240, -0.005)
(241, -0.005)
(242, -0.005)
(243, -0.005)
(244, -0.005)
(245, -0.005)
(246, -0.005)
(247, -0.005)
(248, -0.005)
(249, -0.005)
(250, -0.005)
(251, -0.005)
(252, -0.005)
(253, -0.005)
(254, -0.005)
(255, -0.005)
(256, -0.005)
(257, -0.005)
(258, -0.005)
(259, -0.005)
(260, -0.005)
(261, -0.005)
(262, -0.005)
(263, -0.006)
(264, -0.006)
(265, -0.006)
(266, -0.006)
(267, -0.006)
(268, -0.006)
(269, -0.006)
(270, -0.006)
(271, -0.006)
(272, -0.006)
(273, -0.006)
(274, -0.006)
(275, -0.006)
(276, -0.006)
(277, -0.006)
(278, -0.006)
(279, -0.006)
(280, -0.006)
(281, -0.006)
(282, -0.006)
(283, -0.006)
(284, -0.006)
(285, -0.006)
(286, -0.006)
(287, -0.006)
(288, -0.006)
(289, -0.006)
(290, -0.006)
(291, -0.006)
(292, -0.006)
(293, -0.006)
(294, -0.006)
(295, -0.006)
(296, -0.006)
(297, -0.006)
(298, -0.007)
(299, -0.007)
(300, -0.007)
(301, -0.007)
(302, -0.007)
(303, -0.007)
(304, -0.007)
(305, -0.007)
(306, -0.007)
(307, -0.007)
(308, -0.007)
(309, -0.007)
(310, -0.007)
(311, -0.007)
(312, -0.007)
(313, -0.007)
(314, -0.007)
(315, -0.007)
(316, -0.007)
(317, -0.007)
(318, -0.007)
(319, -0.007)
(320, -0.007)
(321, -0.007)
(322, -0.007)
(323, -0.007)
(324, -0.007)
(325, -0.007)
(326, -0.007)
(327, -0.007)
(328, -0.007)
(329, -0.007)
(330, -0.007)
(331, -0.007)
(332, -0.007)
(333, -0.007)
(334, -0.007)
(335, -0.007)
(336, -0.007)
(337, -0.007)
(338, -0.007)
(339, -0.007)
(340, -0.007)
(341, -0.007)
(342, -0.007)
(343, -0.007)
(344, -0.007)
(345, -0.007)
(346, -0.007)
(347, -0.007)
(348, -0.007)
(349, -0.007)
(350, -0.007)
(351, -0.007)
(352, -0.007)
(353, -0.007)
(354, -0.007)
(355, -0.007)
(356, -0.007)
(357, -0.007)
(358, -0.007)
(359, -0.007)
(360, -0.007)
(361, -0.007)
(362, -0.007)
(363, -0.007)
(364, -0.007)
(365, -0.007)
(366, -0.007)
(367, -0.007)
(368, -0.007)
(369, -0.007)
(370, -0.007)
(371, -0.007)
(372, -0.007)
(373, -0.007)
(374, -0.007)
(375, -0.007)
(376, -0.007)
(377, -0.007)
(378, -0.007)
(379, -0.007)
(380, -0.007)
(381, -0.007)
(382, -0.007)
(383, -0.007)
(384, -0.007)
(385, -0.007)
(386, -0.007)
(387, -0.007)
(388, -0.007)
(389, -0.007)
(390, -0.007)
(391, -0.007)
(392, -0.007)
(393, -0.007)
(394, -0.007)
(395, -0.007)
(396, -0.007)
(397, -0.007)
(398, -0.007)
(399, -0.007)
(400, -0.007)
(401, -0.007)
(402, -0.007)
(403, -0.006)
(404, -0.006)
(405, -0.006)
(406, -0.006)
(407, -0.006)
(408, -0.006)
(409, -0.006)
(410, -0.006)
(411, -0.006)
(412, -0.006)
(413, -0.006)
(414, -0.006)
(415, -0.006)
(416, -0.006)
(417, -0.006)
(418, -0.006)
(419, -0.006)
(420, -0.006)
(421, -0.006)
(422, -0.006)
(423, -0.006)
(424, -0.006)
(425, -0.006)
(426, -0.006)
(427, -0.006)
(428, -0.006)
(429, -0.006)
(430, -0.006)
(431, -0.006)
(432, -0.006)
(433, -0.006)
(434, -0.005)
(435, -0.005)
(436, -0.005)
(437, -0.005)
(438, -0.005)
(439, -0.005)
(440, -0.005)
(441, -0.005)
(442, -0.005)
(443, -0.005)
(444, -0.005)
(445, -0.005)
(446, -0.005)
(447, -0.005)
(448, -0.005)
(449, -0.005)
(450, -0.005)
(451, -0.005)
(452, -0.005)
(453, -0.005)
(454, -0.005)
(455, -0.005)
(456, -0.005)
(457, -0.005)
(458, -0.005)
(459, -0.005)
(460, -0.005)
(461, -0.005)
(462, -0.005)
(463, -0.004)
(464, -0.004)
(465, -0.004)
(466, -0.004)
(467, -0.004)
(468, -0.004)
(469, -0.004)
(470, -0.004)
(471, -0.004)
(472, -0.004)
